attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,average,average,average,0,14671366,0,,poor,2,ECON102,"i'm not a big fan. i took econ before, so i knew the concepts but when he would explain i would just end up confused. he likes to do examples and stuff BEFORE teaching the concept, which isnt helpful. he likes to walk around FA as he talks, which is distracting. but good news you get cheat sheets, tests all mc, drop lowest exam, and no book!",07/19/2008,3,3.0,,2,Meh,2,2.0,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,average,poor,average,0,14510270,0,,poor,2,ECON102,"Everything you learn is common sense. Many concepts arent even covered in class and often the concepts are just alluded to and arent directly engaged. After the first few weeks I stopped going to class, wound up with an A+. In terms of covering the material, easily the worst prof Ive had. That being said, the class is really easy.",05/22/2008,1,1.0,,2,Really into it,2,2.0,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,poor,average,poor,0,14486277,0,,poor,1,ECON102,"He is awful.  Tries to make things &quot;cool&quot; and &quot;interesting&quot;, but you just end up missing the point.. I wouldn't recommend this for Econ majors because you're actually going to need to know the material later.  For all else, it's ok if you don't need to retain anything from this class.",05/17/2008,3,3.0,,1,Meh,1,1.0,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,average,good,average,0,14426950,0,,poor,2,ECON102,"You get a cheat sheet on exams and your lowest grade is dropped, but that didn't make the class easy for me.  Exams are pretty vague.  I wasn't really a fan and didn't learn much, but I'd still take Vasquez over Gottheil when it comes to micro econ.",05/08/2008,4,4.0,,2,Low,2,2.0,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,poor,good,poor,0,14403741,0,,poor,1,ECON102,He sucks. The guy cant even speak or write in proper english and the tests are nothing like the homework or classwork.  This was by far the most disappointing class I've taken at the university.,05/05/2008,5,5.0,,1,Sorta interested,1,1.0,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,average,average,good,0,14384816,0,,good,3,ECON101,GREAT GUY!!  The class was really hard and confusing (bcus i don't understand econ). But if you went in for help he made things REALLY clear!  Our class had 3 take home exams and a TAKE HOME final!  No work except for like 2 really busy weeks at the end and a term paper. REALLY nice HOT guy! amazing dresser too.,05/01/2008,3,3.0,,5,Sorta interested,4,4.0,1,Yes,N/A,1112,N/A,,N/A,,people,people
N/A,average,average,average,0,14196564,0,,average,3,ECON102,"I'm sure he knows his econ well, but is overall not a smart person. He certainly enjoys being himself. It's an easy class to take if it's required.",03/24/2008,3,3.0,,2,Meh,2.5,2.5,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,average,average,average,0,14046900,0,,good,3,ECON202,"202's similar to his 102. There are 3 midterms, one of which is dropped. Online hw, clickers. and a final. In fall 06, he basically made every waste $ on a crappy clicker (not an i-clicker). We were pretty angry. Go to the discussion for further help. Jose's exams have a lot of variance. Some are really easy, some are pretty hard.",01/27/2008,2,2.0,,4,Low,3.5,3.5,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,average,average,good,2,13898493,0,,good,3,ECON302,"This guy is a great teacher.  He tells you exactly what you need to know for the exam.  GREAT TEACHER!  Sometimes, you will have to make an effort and study because some of the stuff may be fuzzy like a panda.  BESIDES THAT HE IS HILARIOUS!!!! HE DRESSES LIKE HE IS GOING CLUBBING!!  MY FRIENDS ALWAYS LAUGHED AT THAT!!  SILLY JOSE!",12/22/2007,2,2.0,,5,Sorta interested,4,4.0,1,No,N/A,1112,N/A,,N/A,,people,people
N/A,good,good,good,0,13882668,0,,good,4,ECON202,What can I say&#63; Jose is just that dude. His class is enjoyable and he is very fair. He lets you drop your lowest test score and his tests are not that bad. Reccomend him for any econ class. Much easier than everyone else.,12/20/2007,4,4.0,,4,Meh,4,4.0,1,No,N/A,1112,N/A,,N/A,,people,people
