CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
32947,PATH,558,Exotic/Wild Animal Path Sem,A,DIS,120075,"Terio, Karen",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32948,PATH,559,Surgical Pathology,A,LBD,120075,"Wallig, Matthew A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32926,PATH,669,Veterinary Diagnostic Medicine,4,LBD,120075,"Lichtensteiger, Carol A",0,17,0,0,5,0,0,0,0,0,0,0,0,0,3.77
30227,PHIL,102,Logic and Reasoning,E,LCD,120075,"Morasch, Nathalie",0,4,7,3,4,3,0,2,1,1,0,0,0,0,3.15
31102,PHIL,201,Philosophy in Literature,A,LCD,120075,"Swenson, Joseph L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33488,PHIL,206,Early Modern Philosophy,A,LCD,120075,"Cummins, Robert C",0,2,6,4,2,3,2,2,0,0,0,0,0,1,3.14
30231,PHIL,250,Conceptions of Human Nature,F,LCD,120075,"Revelins, Armands",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30232,PHYS,101,"College Physics, Mech & Heat",A,LEC,120075,"Shoaf, Curtis M",16,9,9,3,5,3,1,3,4,1,2,4,0,2,3.12
30239,PHYS,102,"College Physics, E&M & Modern",A,LEC,120075,"Carrubba, James G",2,4,4,4,3,2,2,6,1,2,2,1,1,0,2.65
30254,PHYS,211,"Univ Physics, Mechanics",A,LEC,120075,"Potter, Eric R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30264,PHYS,212,"Univ Physics, Elec & Mag",A,LEC,120075,"Hassani, Sadri D",1,5,1,2,2,4,5,4,3,1,2,2,0,0,2.51
30275,PHYS,213,"Univ Physics, Thermal Physics",A,LEC,120075,"Awobode, Ayodeji",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30282,PHYS,214,"Univ Physics, Quantum Phys",A,LEC,120075,"Giannetta, Russell W",2,4,1,5,5,1,1,5,3,0,2,0,0,0,2.8
33563,PHYS,598,Accelerator Theory/Application,ACC,LEC,120075,"Errede, Deborah M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32851,PORT,101,Elementary Portuguese I,1BR,LCD,120075,"Tosta, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33512,PORT,102,Elementary Portuguese II,1BR,LCD,120075,"Tosta, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33513,PORT,103,Intermediate Portuguese I,1BR,LCD,120075,"Tosta, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33514,PORT,104,Intermediate Portuguese II,1BR,LCD,120075,"Tosta, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33515,PORT,210,Composition & Conversation I,1BR,LCD,120075,"Tosta, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30313,PS,100,Intro to Political Science,R,LCD,120075,"Swigger, Nathaniel",0,5,3,1,4,4,2,4,1,0,2,0,1,0,2.72
30314,PS,101,Intro to US Gov & Pol,N,LCD,120075,"Popp, Elizabeth E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30320,PS,220,Intro to Public Policy,R,LCD,120075,"Baer, Neil T",0,13,1,1,8,1,3,1,0,0,1,0,0,0,3.3
33112,PS,240,Intro to Comp Politics,ABR,LCD,120075,"Greco, Donald",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30317,PS,240,Intro to Comp Politics,N,LCD,120075,"Pemstein, Daniel B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30318,PS,241,Comp Politics in Dev Nations,N,LCD,120075,"Romine, Jennifer E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33474,PS,270,Intro to Political Theory,A,LCD,120075,"Orlie, Melissa A",0,8,6,7,2,1,0,0,0,0,0,0,0,0,3.58
31205,PS,280,Intro to Intl Relations,A,LCD,120075,"Rider, Toby J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32839,PS,321,Principles of Public Policy,A,LCD,120075,"Malekafzali, Farhad",4,5,3,5,5,3,1,3,0,0,0,0,0,0,3.28
33681,PS,330,Intro to Political Behavior,A,LCD,120075,"Mitchell, Dona-Gene",1,8,5,1,10,1,1,0,0,0,0,1,1,1,3.22
30328,PS,376,American Political Theory,A,LCD,120075,"Seitz, Steven T",0,1,1,4,3,6,5,1,0,0,0,0,0,0,2.84
31246,PS,390,American Foreign Policy,F,LCD,120075,"Frazier, Derrick V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25445,PS,490,Individual Study,DB,,120075,"Baer, Denise L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25435,PS,490,Individual Study,DC,,120075,"Canache, Damarys J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25967,PS,491,Government Internship,#DB,,120075,"Baer, Denise L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30329,PSYC,100,Intro Psych,A,LEC,120075,"Luke, Steven G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31256,PSYC,100,Intro Psych,B,LEC,120075,"Kilmer, Ashley R",5,6,4,2,5,2,3,2,5,2,0,1,0,0,2.93
30330,PSYC,201,Intro to Social Psych,A,LEC,120075,,7,7,5,0,3,1,0,0,0,0,0,0,0,1,3.74
32937,PSYC,210,The Brain and the Mind,A1,LEC,120075,"Wickesberg, Robert E",11,25,7,5,6,0,0,0,1,0,0,0,0,0,3.75
30331,PSYC,216,Child Psych,A,LEC,120075,"Shigeto, Aya",0,2,4,3,7,2,2,0,1,0,1,0,0,0,3.02
30332,PSYC,224,Cognitive Psych,A,LEC,120075,"Kuchinsky, Stefanie E",2,2,3,6,6,4,2,3,2,1,1,1,2,0,2.65
32930,PSYC,230,Perception & Sensory Processes,A,LEC,120075,"Thomas, Laura E",3,1,1,2,2,3,2,1,2,3,0,1,0,1,2.62
30333,PSYC,235,Intro to Statistics,AB1,LAB,120075,"Lorenz, Florian M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30334,PSYC,235,Intro to Statistics,AB2,LAB,120075,"Lorenz, Florian M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30335,PSYC,235,Intro to Statistics,AB3,LAB,120075,"Lorenz, Florian M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30337,PSYC,238,Abnormal Psych,A,LEC,120075,"Milanak, Melissa E",0,9,4,4,4,3,0,2,1,1,0,0,0,0,3.25
32938,PSYC,239,Community Psych,A,LEC,120075,"Clausell, Eric",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33500,PSYC,248,Learning and Memory,A,LEC,120075,"Cummins, Denise D",1,9,5,5,11,7,4,1,3,0,0,0,1,0,3.04
32929,PSYC,250,Psych of Personality,A,LEC,120075,"Harms, Peter D",2,1,5,5,2,2,4,1,1,1,0,0,0,0,3.03
32934,PSYC,336,Topics in Clin/Comm Psych,MA1,LEC,120075,"Aber, Mark S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33558,PSYC,363,Dev Psych Lab,AL1,LEC,120075,"Elieff, Chryle",0,10,3,4,4,0,0,1,0,0,0,0,3,0,3.13
30354,RHET,105,Principles of Composition,X,LCD,120075,"Ridgway, Franklin W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29983,RLST,106,Archaeology and the Bible,A,LCD,120075,"Pitard, Wayne T",2,4,7,2,3,3,1,1,1,0,0,0,1,1,3.17
33490,RLST,214,Introduction to Islam,A,LCD,120075,"Hoffman, Valerie J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33596,RLST,235,History of Religion in America,A,LEC,120075,"Ebel, Jonathan H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31186,RST,100,Society and Leisure,A,LCD,120075,"Shinew, Kimberly J",1,14,4,8,5,5,1,1,1,1,1,0,0,0,3.29
31191,RST,100,Society and Leisure,B,LCD,120075,"Gower, Ryan K",13,6,4,2,4,2,1,0,0,0,0,0,0,0,3.66
31189,RST,230,Leisure Services and Diversity,A,LCD,120075,"Stodolska, Monika",3,19,9,3,9,5,6,6,0,0,0,0,1,1,3.24
33595,RST,242,Nature and American Culture,A,LCD,120075,"Stewart, William P",4,7,3,4,6,4,2,6,1,0,2,0,1,1,2.93
31188,RST,330,Leisure and Consumer Culture,A,LCD,120075,"Santos, Carla A",0,18,11,1,6,1,1,0,0,0,0,0,0,1,3.65
33481,SCAN,101,Beginning Scandinavian I,B2,LCD,120075,"Alm, Ebba Cecilia O",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33567,SCAN,102,Beginning Scandinavian II,B,LCD,120075,"Sherman, Jon B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30357,SCAN,251,Viking Mythology,B,LCD,120075,"Schwink, Frederick W",1,9,6,3,1,1,0,0,0,0,0,0,0,0,3.7
33529,SHS,199,Undergraduate Open Seminar,A,LCD,120075,"Crane, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31245,SHS,533,Advanced Language Diagnostics,C,LEC,120075,"Crane, Lisa M",0,17,6,0,3,0,0,0,0,0,0,0,0,0,3.81
32916,SHS,551,Electrophys Indic Aud Balance,A,LCD,120075,"Chambers, Ronny D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30444,SHS,557,Adv Clin Prac Aud Assess Rehab,A,LCD,120075,"Echols-Chambers, Lou",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30445,SHS,557,Adv Clin Prac Aud Assess Rehab,E,LCD,120075,"Echols-Chambers, Lou",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30447,SHS,577,Adv Clin Prac Spch-Lang Path,C,LCD,120075,"Crane, Lisa M",0,31,0,4,0,1,0,0,0,0,0,0,0,1,3.87
30448,SHS,577,Adv Clin Prac Spch-Lang Path,D,LCD,120075,"Crane, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30449,SHS,577,Adv Clin Prac Spch-Lang Path,E,LCD,120075,"Crane, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30450,SHS,593,Special Problems,B,LCD,120075,"Echols-Chambers, Lou",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33352,SHS,593,Special Problems,L,LCD,120075,"Crane, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32363,SHS,593,Special Problems,TBI,LEC,120075,"Proctor, F A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33497,SOC,196,Issues in Sociology,FV,LEC,120075,"Vivoni, Francisco",2,3,3,8,0,4,3,1,0,0,0,0,0,0,3.22
33153,SOC,200,Intro to Sociological Theory,1,LEC,120075,"Lueschen, Guenther",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31397,SOC,270,Population Issues,JO,LCD,120075,"Ortman, Jennifer M",4,4,3,2,8,1,0,2,1,1,0,0,0,0,3.21
31116,SOC,373,Social Stratification,1,LCD,120075,"Yamamoto, Satomi",10,3,2,0,2,1,0,1,2,0,0,1,0,0,3.36
33542,SOC,380,Social Research Methods,AL1,LEC,120075,"Wu, Maryalice S",0,16,13,3,5,0,0,2,0,0,0,1,0,0,3.53
33647,SOC,481,Survey Research,JB,LEC,120075,"Burris, Jane Elizabeth G",3,10,2,2,5,0,0,4,0,0,0,0,0,0,3.45
30374,SOCW,400,Generalist SW Practice Methods,A,LCD,120075,"Bragg, Mary",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30376,SOCW,400,Generalist SW Practice Methods,B,LCD,120075,"Carter-Black, Janet D",0,14,6,3,1,0,0,0,0,0,0,0,0,0,3.79
30378,SOCW,400,Generalist SW Practice Methods,C,LCD,120075,"Casey, Anne",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30379,SOCW,400,Generalist SW Practice Methods,D,LCD,120075,"Carter-Black, Janet D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33621,SOCW,400,Generalist SW Practice Methods,M,LCD,120075,"Garrison, Mary",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30380,SOCW,410,Social Welfare Pol and Svcs,A,LCD,120075,"Scott, Robinson J",2,7,7,3,5,3,0,0,0,0,0,0,0,0,3.51
30382,SOCW,410,Social Welfare Pol and Svcs,B,LCD,120075,"Culton, Kenneth W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30383,SOCW,410,Social Welfare Pol and Svcs,C,LCD,120075,"Sheridan, Kathryn M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33613,SOCW,501,SW Practice with Groups,A,LCD,120075,"Lindsey, Brenda C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33624,SOCW,501,SW Practice with Groups,CU,LCD,120075,"Johnson, Jill L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33623,SOCW,501,SW Practice with Groups,S,LCD,120075,"Keenan, Kimberly A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30389,SOCW,532,Practice Evaluation,A,CNF,120075,"Glassgow, Anne E",0,20,0,0,6,0,0,1,0,0,0,0,0,0,3.7
30391,SOCW,532,Practice Evaluation,B,CNF,120075,"Arseneau, Constance J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33629,SOCW,562,India Study Abroad,A,LCD,120075,"Ackerson, Barry J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29985,SPAN,103,Intermediate Spanish,1A,LCD,120075,"Martoccio, Alyssa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30406,SPAN,103,Intermediate Spanish,2C,LCD,120075,"Holguin, Claudia M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31184,SPAN,122,Elementary Spanish,1C,LCD,120075,"Bajus, Mark L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31185,SPAN,122,Elementary Spanish,2A,LCD,120075,"Prince, Rejane G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29990,SPAN,140,El mundo hispano-americano,1DR,LCD,120075,"Reyes-Rodriguez, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29991,SPAN,141,Intro to Spanish Grammar,1A,LCD,120075,"Carollo, Brenden C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29992,SPAN,141,Intro to Spanish Grammar,1C,LCD,120075,"Carollo, Brenden C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32375,SPAN,141,Intro to Spanish Grammar,1SP,LCD,120075,"Perpinan-Hinare, Silvia",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30408,SPAN,141,Intro to Spanish Grammar,2A,LCD,120075,"Sauerbrunn, Eugenia L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30409,SPAN,141,Intro to Spanish Grammar,2C,LCD,120075,"Sauerbrunn, Eugenia L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30410,SPAN,200,Readings in Hispanic Texts,2A,LCD,120075,"Thornhill, Danny J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29995,SPAN,204,Practical Review of Spanish,1C,LCD,120075,"Saalfeld, Anita K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30424,SPAN,204,Practical Review of Spanish,2C,LCD,120075,"Carrasco, Patricio G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32854,SPAN,208,Oral Spanish,1A,LCD,120075,"Lemus, Jose",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32877,SPAN,208,Oral Spanish,1DR,LCD,120075,"Reyes-Rodriguez, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32376,SPAN,208,Oral Spanish,1SP,LCD,120075,"Olivar, Jordi",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30427,SPAN,208,Oral Spanish,2E,LCD,120075,"Torreira Martin, Francisc",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31228,SPAN,225,Intro Hispanic Literature I,1C,LCD,120075,"Campillo, Marcos",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33510,SPAN,225,Intro Hispanic Literature I,2C,LCD,120075,"Hernandez-Torre, Yolopatt",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29996,SPAN,228,Spanish Composition,1C,LCD,120075,"Rubio-Campos, Maria D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30426,SPAN,228,Spanish Composition,2C,LCD,120075,"Cabal Jimenez, Munia",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33511,SPAN,232,Spanish in the Community,1DR,LCD,120075,"Reyes-Rodriguez, Antonio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32377,SPAN,232,Spanish in the Community,1SP,LCD,120075,"Olivar, Jordi",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
