CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
34653,ARAB,407,Topics Stand Arabic Lang&Lit I,A2,LCD,120085,"Zouhir, Abderrahmane",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34655,ARAB,408,Topics Stand Arabic LangLit II,A2,LCD,120085,"Zouhir, Abderrahmane",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31233,ARCH,374,Arch Design and the City,A,LAB,120085,"Erickson, Kevin N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30257,ARCH,475,Arch Design & Development,A,LAB,120085,"Hemingway, Erik",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32623,ARCH,476,Arch Design & Exploration,A,LAB,120085,"Hemingway, Erik",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30259,ARCH,571,Architectural Design Studio,A,LAB,120085,"Hemingway, Erik",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34664,ARCH,572,Architectural Design Studio,E1,LAB,120085,"Hemingway, Erik",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34486,ARCH,591,Spec Prob Arch Hist & Pres,JS,CNF,120085,"Stallmeyer, John C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34325,ARTD,313,Sequential Design,A,LAB,120085,"Mullen, Jessica E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34319,ARTE,402,Artistic Development,GR,LAB,120085,"Delacruz, Elizabeth M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34318,ARTE,402,Artistic Development,UG,LAB,120085,"Delacruz, Elizabeth M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34329,ARTH,299,Spec Topics in Art History,A,LCD,120085,"Ripolles, Carmen",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33531,ARTH,550,Seminar in American Art,JF,CNF,120085,"Fineberg, Jonathan D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34320,ARTS,210,Ceramics Sculpture I,A,LAB,120085,"Kovatch, Ronald R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30286,ARTS,230,Jewelry/Metals I,A,LAB,120085,"Onodera, Masako",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
